0;0,03422839903003943
0,02;0,04440623009244762
0,04;0,05744875599103912
0,06;0,07401028152119683
0,08;0,0947995348405878
0,1;0,12052813271165735
0,12000000000000001;0,15182907540770313
0,14;0,1891464704721636
0,16;0,23260863787518302
0,18;0,28191056488837635
0,19999999999999998;0,33624250073733697
0,21999999999999997;0,39430076437048633
0,23999999999999996;0,454398595825723
0,25999999999999995;0,5146624994229667
0,27999999999999997;0,5732674883632277
0,3;0,6286504832967027
0,32;0,6796526004136039
0,34;0,7255703501513905
0,36000000000000004;0,7661262040031293
0,38000000000000006;0,8013873107519858
0,4000000000000001;0,8316641608961871
0,4200000000000001;0,8574135690129728
0,4400000000000001;0,879159507287343
0,46000000000000013;0,897436043929807
0,48000000000000015;0,9127508005376052
